iter	MultiClass
264	0.6960151555
265	0.6957452421
266	0.6951054697
267	0.6946590474
268	0.6938718482
269	0.692966126
270	0.6926796616
271	0.6920497433
272	0.6914214812
273	0.6909628081
274	0.6902642522
275	0.6895924359
276	0.6887896692
277	0.6884145927
278	0.6874653236
279	0.686733316
280	0.6863096746
281	0.6857680883
282	0.6854224925
283	0.6849429431
284	0.6844597419
285	0.6838106069
286	0.6832699275
287	0.6828758657
288	0.6824672619
289	0.681977034
290	0.6814009458
291	0.6809271394
292	0.6807465669
293	0.6803608231
294	0.679898763
295	0.679383822
296	0.6786482617
297	0.678292759
298	0.6777539504
299	0.6772207165
300	0.6766891656
301	0.6764877044
302	0.6759764358
303	0.6754105116
304	0.6751426267
305	0.6744205821
306	0.6738673373
307	0.6732472697
308	0.6725894797
309	0.6722672203
310	0.6717975298
311	0.6712643768
312	0.6706978722
313	0.6700743415
314	0.6697620743
315	0.6693783387
316	0.6689198149
317	0.6683141039
318	0.6676714538
319	0.667425092
320	0.666845882
321	0.6665179734
322	0.6660976238
323	0.6654068567
324	0.6648960846
325	0.6645184391
326	0.6639867814
327	0.6636620271
328	0.6630361577
329	0.6626701106
330	0.6618730622
331	0.6613342292
332	0.6609507224
333	0.6606463076
334	0.6598091239
335	0.659248284
336	0.6585723133
337	0.6582337935
338	0.6576550241
339	0.6571648351
340	0.6569359227
341	0.6563429169
342	0.6558646591
343	0.6555326481
344	0.6550457312
345	0.6547172517
346	0.6539778591
347	0.6531882664
348	0.6527603631
349	0.6523078623
350	0.6517862108
351	0.6512262731
352	0.6508868992
353	0.6505256509
354	0.6501668734
355	0.649644122
356	0.6491416038
357	0.6487262153
358	0.6483381625
359	0.6478469957
360	0.6475141364
361	0.647124663
362	0.6469229958
363	0.6466136773
364	0.6463446351
365	0.6457282964
366	0.645451686
367	0.6451627912
368	0.6446237141
369	0.6441273022
370	0.6434894016
371	0.6431616073
372	0.6427656854
373	0.6423492851
374	0.6419663078
375	0.6413949503
376	0.6410993419
377	0.6407828654
378	0.6403727229
379	0.6401378224
380	0.6396580824
381	0.6394113886
382	0.6389176692
383	0.6386067201
384	0.6384720677
385	0.6380457554
386	0.6377989025
387	0.6372185691
388	0.6370399182
389	0.6367997852
390	0.6365066293
391	0.6359100295
392	0.6355456924
393	0.6352080791
394	0.6347105391
395	0.6343260199
396	0.6341435197
397	0.6340105427
398	0.6336244506
399	0.6333860796
400	0.6330289292
401	0.6328136051
402	0.6324671731
403	0.6322338169
404	0.6320771888
405	0.6319923181
406	0.6314576692
407	0.6311868255
408	0.6308884735
409	0.6304943907
410	0.6299861201
411	0.6296545408
412	0.6295255735
413	0.6293245562
414	0.6288932721
415	0.6283272343
416	0.6281778133
417	0.6279193859
418	0.6277589651
419	0.6274957215
420	0.6271443297
421	0.6268045974
422	0.6265787437
423	0.6262860259
424	0.6261003996
425	0.6260258087
426	0.6257535461
427	0.625584569
428	0.6254270258
429	0.6251737359
430	0.6248835814
431	0.6244196921
432	0.6239515159
433	0.6235528729
434	0.6233641659
435	0.6229110835
436	0.6225794333
437	0.6222845702
438	0.6219067914
439	0.6214580652
440	0.6212430309
441	0.6209118211
442	0.6206689558
443	0.6202710677
444	0.6199589702
445	0.6195120355
446	0.6193701808
447	0.6191122467
448	0.6186675848
449	0.6184986403
450	0.6183653699
451	0.6182439044
452	0.6180426745
453	0.6177887005
454	0.6173610145
455	0.6170507451
456	0.6168727003
457	0.6167280906
458	0.6163591507
459	0.6158844504
460	0.6156382185
461	0.6152212233
462	0.6149168011
463	0.6147405729
464	0.6145593613
465	0.6143763667
466	0.614174218
467	0.6140911498
468	0.6139532083
469	0.6134942269
470	0.6131124894
471	0.6128332285
472	0.6127120708
473	0.6123305899
474	0.6120803722
475	0.6118813717
476	0.6116813776
477	0.6115100979
478	0.6112830106
479	0.6110255358
480	0.6105689335
481	0.61033035
482	0.6098952488
483	0.6097873975
484	0.6097218278
485	0.6092024197
486	0.6086846057
487	0.6082593647
488	0.6080885962
489	0.6078752538
490	0.607562517
491	0.607102284
492	0.6069699245
493	0.6066129178
494	0.6062424783
495	0.6059977856
496	0.6057345746
497	0.6055486719
498	0.6053530412
499	0.6050587298
500	0.6048818576
501	0.6045391766
502	0.604358551
503	0.6040627913
504	0.6038173695
505	0.603732411
506	0.6035319687
507	0.6034328532
508	0.6033011681
509	0.6032216943
510	0.603151707
511	0.6025712228
512	0.6023640424
513	0.6020725591
514	0.6018257914
515	0.6016419312
516	0.601284582
517	0.601082353
518	0.6009330444
519	0.600612826
520	0.600454058
521	0.6003137462
522	0.6001522851
523	0.5997299057
524	0.5996418096
525	0.5993187959
526	0.5989221744
527	0.5986907063
528	0.5985511956
529	0.5983795296
530	0.5982226091
531	0.5980369504
532	0.5978045546
533	0.5973833662
534	0.5972244243
535	0.597064038
536	0.596788533
537	0.5964330931
538	0.5962896362
539	0.5958121322
540	0.5955373129
541	0.595206496
542	0.5948913164
543	0.5947563103
544	0.5946181726
545	0.5944356348
546	0.5942152704
547	0.5937852753
548	0.5934731593
549	0.5932187016
550	0.5929537908
551	0.592845439
552	0.5927871156
553	0.5926458027
554	0.5923935185
555	0.5923049284
556	0.5919792668
557	0.5916461981
558	0.5913908009
559	0.5909620517
560	0.5907610644
561	0.5906299821
562	0.5903918821
563	0.590331352
564	0.5900666849
565	0.5897286619
566	0.5894114509
567	0.5891787414
568	0.5891189444
569	0.5886982072
570	0.5885078053
571	0.5881997594
572	0.5877836273
573	0.5874960453
574	0.587403365
575	0.5872248888
576	0.5869226924
577	0.5865981175
578	0.5864806665
579	0.5862146935
580	0.5859065991
581	0.5856954834
582	0.5855049787
583	0.5851264784
584	0.5848311955
585	0.5845869023
586	0.584522587
587	0.5843483728
588	0.5841116492
589	0.583938289
590	0.5835634586
591	0.5833479988
592	0.5831674442
593	0.5828084749
594	0.582704197
595	0.5824387851
596	0.5822798485
597	0.5821627521
598	0.5820196617
599	0.5817671366
600	0.5816210951
601	0.5814284589
602	0.5811772805
603	0.5810837783
604	0.5807293465
605	0.5804234268
606	0.5800328269
607	0.5799196164
608	0.5797208802
609	0.5796081892
610	0.5794026139
611	0.5792008085
612	0.5790346231
613	0.5789789992
614	0.578794556
615	0.5787253611
616	0.5785879742
617	0.5783754449
618	0.5781845494
619	0.5780564
620	0.5778766337
621	0.5776494904
622	0.5772984497
623	0.577118026
624	0.5770814121
625	0.5768736695
626	0.5767284758
627	0.5765540196
628	0.576210186
629	0.5761378011
630	0.5759314235
631	0.5754852997
632	0.5751389045
633	0.5748664744
634	0.5746190374
635	0.5744270954
636	0.5742433616
637	0.5740470823
638	0.5739167351
639	0.5737180173
640	0.5736728388
641	0.573340889
642	0.5732572255
643	0.5730258224
644	0.5728370223
645	0.5725641432
646	0.5723603148
647	0.5722643492
648	0.5721909695
649	0.5719567311
650	0.5717950642
651	0.5716649728
652	0.5715478248
653	0.5711513553
654	0.5710386077
655	0.5709028674
656	0.5707684228
657	0.5704274811
658	0.5703694049
659	0.5701307791
660	0.570006727
661	0.5697470238
662	0.5695258786
663	0.569376937
664	0.5692067751
665	0.5690258129
666	0.5688049762
667	0.5686017851
668	0.5685417502
669	0.5683156421
670	0.5681606945
671	0.5681064085
672	0.5679091258
673	0.5675731995
674	0.5675077272
675	0.5672756833
676	0.5670638051
677	0.5666265379
678	0.566419614
679	0.566265967
680	0.5659292532
681	0.5658262284
682	0.5656541832
683	0.5655846845
684	0.5653457492
685	0.5652719188
686	0.5651365138
687	0.5651057318
688	0.5650335461
689	0.5648153756
690	0.5646821545
691	0.564544226
692	0.5644889715
693	0.5642488675
694	0.5639349037
695	0.5636250867
696	0.5635031784
697	0.5632601027
698	0.5631735628
699	0.5630190114
700	0.562930457
701	0.5625703041
702	0.5622034076
703	0.5618352401
704	0.5617172617
705	0.5616763556
706	0.5615815761
707	0.5612152169
708	0.5609562869
709	0.5609147042
710	0.5606562932
711	0.5605273544
712	0.5603131052
713	0.5601958988
714	0.5601419279
715	0.5599982721
716	0.5597652076
717	0.5595995977
718	0.5595412106
719	0.5594605482
720	0.5594010174
721	0.5592368135
722	0.5589910704
723	0.5588017541
724	0.5587304382
725	0.5586738325
726	0.5585180751
727	0.5583085925
728	0.5580311445
729	0.5578690164
730	0.5578163354
731	0.5576981687
732	0.5575126858
733	0.5572288308
734	0.557092366
735	0.5570493484
736	0.5568640841
737	0.5567554626
738	0.5563591642
739	0.556176438
740	0.5559850148
741	0.5558430065
742	0.5557066138
743	0.5556687895
744	0.5555005186
745	0.5551941648
746	0.5550292788
747	0.5548645203
748	0.5547814067
749	0.5547114117
750	0.5546309965
751	0.5545577382
752	0.554401886
753	0.5539769178
754	0.5538283506
755	0.5537467542
756	0.5536838635
757	0.5535743303
758	0.5533951362
759	0.5529535024
760	0.5528964937
761	0.5527352322
762	0.5525982417
763	0.5524208874
764	0.5522240142
765	0.5521775009
766	0.5520675988
767	0.551957644
768	0.5518058483
769	0.5514381469
770	0.5512631879
771	0.5508505691
772	0.5508046425
773	0.5507353587
774	0.5505582082
775	0.5504783897
776	0.5502788315
777	0.5502054928
778	0.5499528436
779	0.5498964276
780	0.5498509609
781	0.5497721943
782	0.5497096843
783	0.5496260989
784	0.5491562944
785	0.5491050854
786	0.54883586
787	0.5484923901
788	0.5483527613
789	0.5481384553
790	0.5481079037
791	0.5479866337
792	0.5476528175
793	0.5473450017
794	0.5471949706
795	0.5470324295
796	0.5467828364
797	0.5467315705
798	0.5466405854
799	0.5463642979
800	0.5460681362
801	0.5459932455
802	0.545638601
803	0.5454162732
804	0.5453223705
805	0.5450732827
806	0.5446936212
807	0.5446441747
808	0.5444729062
809	0.5443898348
810	0.5440785247
811	0.5438735759
812	0.5437913851
813	0.5435398425
814	0.5433215215
815	0.5432692538
816	0.5431267773
817	0.5430646284
818	0.5430145496
819	0.542878745
820	0.5428131659
821	0.542617432
822	0.5425551692
823	0.5424555002
824	0.5421840451
825	0.5419017164
826	0.5416308813
827	0.5415022507
828	0.5413632082
829	0.5412296316
830	0.5411030917
831	0.5409542575
832	0.5408897456
833	0.5408412398
834	0.5407593576
835	0.5405623188
836	0.5405046839
837	0.5403286578
838	0.5400506594
839	0.5398986561
840	0.5396743348
841	0.5396147798
842	0.5394128373
843	0.5391327065
844	0.5390827675
845	0.5388850244
846	0.5386450439
847	0.5386087861
848	0.5384557315
849	0.538412485
850	0.5383701744
851	0.5383105295
852	0.538230669
853	0.5379608571
854	0.5377542215
855	0.53749465
856	0.5373753716
857	0.5373167018
858	0.5371757059
859	0.536924321
860	0.5368182957
861	0.5365613775
862	0.5364976081
863	0.5363793693
864	0.5362791502
865	0.536074759
866	0.5358165196
867	0.5355569874
868	0.5354972427
869	0.5354431008
870	0.5352588372
871	0.5350306293
872	0.5347669155
873	0.5344927276
874	0.5344561747
875	0.5343537787
876	0.5342406584
877	0.5339594764
878	0.53386184
879	0.5337438903
880	0.5336084419
881	0.5335334516
882	0.5332457312
883	0.5331229887
884	0.5330454486
885	0.5329404801
886	0.5327542742
887	0.532675131
888	0.5326334742
889	0.5325694039
890	0.5325378995
891	0.5324796169
892	0.5322849777
893	0.5322318183
894	0.5320502485
895	0.531963721
896	0.5316962364
897	0.5314395139
898	0.531284327
899	0.531084259
900	0.5309964139
901	0.5309029091
902	0.5306355152
903	0.5305275973
904	0.530467384
905	0.5301543249
906	0.5301239725
907	0.5300347312
908	0.5297375206
909	0.5295232961
910	0.5294375028
911	0.5293667279
912	0.5293058002
913	0.5292432718
914	0.5291855946
915	0.5290919554
916	0.5290232617
917	0.5289804806
918	0.5289419037
919	0.5288682215
920	0.5288207635
921	0.5287450456
922	0.5286966408
923	0.528480116
924	0.5282619216
925	0.5281341106
926	0.5279672294
927	0.5279358771
928	0.5277400652
929	0.5277241217
930	0.5276424183
931	0.5275277901
932	0.5274309181
933	0.5273834963
934	0.5272099787
935	0.5271405212
936	0.5270400254
937	0.5269737005
938	0.526913557
939	0.5267980132
940	0.5264177663
941	0.5260935287
942	0.5257379185
943	0.5256097454
944	0.5255750692
945	0.5255449242
946	0.525290567
947	0.5252244214
948	0.5249201333
949	0.5249042954
950	0.5248785772
951	0.5246474686
952	0.5244679764
953	0.5244502365
954	0.524278637
955	0.5240805127
956	0.5238665261
957	0.5238372387
958	0.5238089942
959	0.5236519059
960	0.5235899927
961	0.5234159546
962	0.5231596303
963	0.5230799427
964	0.5230282931
965	0.5229552845
966	0.5228022406
967	0.5226729891
968	0.5226068459
969	0.5222688887
970	0.5220668095
971	0.5220347052
972	0.5219920773
973	0.5217008178
974	0.5216053099
975	0.5214793484
976	0.5212617738
977	0.5210386645
978	0.5210185382
979	0.5207187135
980	0.5206547551
981	0.5205194269
982	0.5204529643
983	0.520259997
984	0.5199548872
985	0.5198225745
986	0.5197758653
987	0.5197294489
988	0.5195699491
989	0.5194313149
990	0.519391858
991	0.519318629
992	0.5190556655
993	0.5189519621
994	0.5189176796
995	0.5188358611
996	0.5186018847
997	0.5185453245
998	0.5182268362
999	0.5180773968
1000	0.5180386849
1001	0.5180077339
1002	0.5179080917
1003	0.5177625079
1004	0.517633942
1005	0.5175473451
1006	0.5173829705
1007	0.517335264
1008	0.5172357076
1009	0.5171111824
1010	0.5170517337
1011	0.5170001268
1012	0.5169736086
1013	0.516676496
1014	0.5163956803
1015	0.5163508421
1016	0.5163067219
1017	0.5161114304
1018	0.516002626
1019	0.5159583415
1020	0.515783309
1021	0.5155041548
1022	0.5153846536
1023	0.5152666626
1024	0.5150123596
1025	0.5148944962
1026	0.5147840753
1027	0.5146369372
1028	0.5145062713
1029	0.5142371744
1030	0.5140247461
1031	0.5139446601
1032	0.5138837883
1033	0.5138339715
1034	0.5135971629
1035	0.5135107396
1036	0.5134553684
1037	0.5133600377
1038	0.513300667
1039	0.513036303
1040	0.5130071515
1041	0.5129514656
1042	0.5127027507
1043	0.5124000263
1044	0.5123516545
1045	0.5123082575
1046	0.5122169756
1047	0.5119579259
1048	0.5118353619
1049	0.5117450068
1050	0.5115507352
1051	0.51138742
1052	0.511354864
1053	0.5111684717
1054	0.5109243954
1055	0.5106047421
1056	0.5105655069
1057	0.5105457041
1058	0.510534671
1059	0.5103080405
1060	0.5102770257
1061	0.5101728438
1062	0.5098437471
1063	0.5097113975
1064	0.5096471058
1065	0.5094244944
1066	0.5093912842
1067	0.5093199697
1068	0.5092696099
1069	0.5090664556
1070	0.5089100933
1071	0.5088362573
1072	0.5087994319
1073	0.5086308449
1074	0.5083496142
1075	0.5082883775
1076	0.5082576684
1077	0.5081480799
1078	0.507987466
1079	0.5079011879
1080	0.5076849423
1081	0.5076373997
1082	0.5074326832
1083	0.5073727704
1084	0.5070454946
1085	0.5070086322
1086	0.5069881286
1087	0.5067462995
1088	0.5067026069
1089	0.5066622933
1090	0.5065960156
1091	0.5065759777
1092	0.5064995161
1093	0.5064784612
1094	0.5064136012
1095	0.5063198953
1096	0.5061366011
1097	0.5060867321
1098	0.5059806358
1099	0.5057589712
1100	0.5056897662
1101	0.5055254449
1102	0.5052809578
1103	0.5051246094
1104	0.5049547763
1105	0.5048597906
1106	0.5048414474
1107	0.5048170203
1108	0.5047351157
1109	0.5046004908
1110	0.5045770734
1111	0.5045531358
1112	0.5043876158
1113	0.5042626588
1114	0.503961123
1115	0.5038445009
1116	0.5037364727
1117	0.5036941032
1118	0.5035993164
1119	0.5033869568
1120	0.5032647632
1121	0.5032348203
1122	0.5030620229
1123	0.5028317453
1124	0.5027457539
1125	0.5026091454
1126	0.5025685367
1127	0.5025327759
1128	0.5024842264
1129	0.5024221965
1130	0.5022205343
1131	0.5021425781
1132	0.502113742
1133	0.5018409577
1134	0.5018266862
1135	0.5017154854
1136	0.501571836
1137	0.5015320889
1138	0.5013588211
1139	0.5012288991
1140	0.5011741071
1141	0.501119199
1142	0.5009526436
1143	0.500918627
1144	0.5006431739
1145	0.5006122607
1146	0.5005854642
1147	0.5005589027
1148	0.5004852991
1149	0.5003534713
1150	0.5002499071
1151	0.5002423432
1152	0.5001704116
1153	0.5001590131
1154	0.5000370566
1155	0.4999378139
1156	0.4997904515
1157	0.4997581824
1158	0.4997038044
1159	0.4996791995
1160	0.4996620329
1161	0.499620319
1162	0.4995045114
1163	0.499478766
1164	0.499381882
1165	0.4992868897
1166	0.499188505
1167	0.4991052373
1168	0.4990003761
1169	0.4988425817
1170	0.4987557893
1171	0.4986435684
1172	0.4984602597
1173	0.498398562
1174	0.4983321816
1175	0.4982928129
1176	0.4980374824
1177	0.4979672749
1178	0.4979381077
1179	0.4978996941
1180	0.4976978579
1181	0.49767612
1182	0.4976247331
1183	0.4975572749
1184	0.4974652441
1185	0.4972430392
1186	0.4971749108
1187	0.4970727443
1188	0.4970591457
1189	0.4969773259
1190	0.4968699801
1191	0.4968355218
1192	0.4968092388
1193	0.4967009311
1194	0.4964721833
1195	0.4964166045
1196	0.4964062483
1197	0.4963450648
1198	0.4962994795
1199	0.4961706452
1200	0.4961227914
1201	0.4961068505
1202	0.4960908575
1203	0.4960407542
1204	0.4959405932
1205	0.4959131101
1206	0.4958344986
1207	0.4956046271
1208	0.4955536475
1209	0.4954947796
1210	0.4953996969
1211	0.4952406483
1212	0.4950001545
1213	0.4949767434
1214	0.4949565963
1215	0.4949286309
1216	0.4947311374
1217	0.4946712386
1218	0.4945174745
1219	0.4944305752
1220	0.4943325115
1221	0.4940860427
1222	0.4940732929
1223	0.4940344333
1224	0.4938056622
1225	0.4937232073
1226	0.4935328365
1227	0.493411916
1228	0.4931901685
1229	0.4931577216
1230	0.4931394942
1231	0.4930979491
1232	0.4930540127
1233	0.4928435003
1234	0.4928192934
1235	0.4926993211
1236	0.4926650485
1237	0.4924610085
1238	0.4924255713
1239	0.4923670869
1240	0.4923203644
1241	0.49216188
1242	0.4919646843
1243	0.4918196799
1244	0.4916478231
1245	0.4914820965
1246	0.4914279957
1247	0.4913050302
1248	0.4912893938
1249	0.491089255
1250	0.4910349877
1251	0.491001973
1252	0.4909806101
1253	0.4909424589
1254	0.4907636427
1255	0.4907511587
1256	0.4906476196
1257	0.4905428753
1258	0.4904628626
1259	0.490375819
1260	0.4902502434
1261	0.4901917049
1262	0.4900669951
1263	0.4900495864
1264	0.4900139179
1265	0.4899840256
1266	0.4898214426
1267	0.4896335371
1268	0.4895557701
1269	0.4895234429
1270	0.4894885182
1271	0.4893208777
1272	0.4891414473
1273	0.48911462
1274	0.4890477443
1275	0.4889555426
1276	0.4887233183
1277	0.488695014
1278	0.4885385042
1279	0.4883072325
1280	0.488197013
1281	0.4881532461
1282	0.4879515807
1283	0.4876510463
1284	0.4874784071
1285	0.4874384913
1286	0.4872475368
1287	0.4872237653
1288	0.4871528095
1289	0.4871267155
1290	0.4870327601
1291	0.4868825491
1292	0.4868347902
1293	0.4868170064
1294	0.4867998879
1295	0.4867819802
1296	0.4867312345
1297	0.4866931965
1298	0.4865786496
1299	0.4864632639
1300	0.4862563299
1301	0.4861969933
1302	0.4860977118
1303	0.4860510105
1304	0.485985293
1305	0.4858750596
1306	0.4858224324
1307	0.4857490604
1308	0.4856406127
1309	0.4856132852
1310	0.4855234385
1311	0.4853745775
1312	0.4853532897
1313	0.4852743739
1314	0.4850596452
1315	0.4848575343
1316	0.4847163008
1317	0.4846773147
1318	0.4846581652
1319	0.4846425842
1320	0.4844824295
1321	0.4843620953
1322	0.4842651928
1323	0.4840389155
1324	0.4840301593
1325	0.4837683305
1326	0.483668998
1327	0.4836565864
1328	0.4836208299
1329	0.483457387
1330	0.4834436304
1331	0.4833901762
1332	0.4832457716
1333	0.4832244929
1334	0.4832073798
1335	0.4831751048
1336	0.4830374396
1337	0.4829546064
1338	0.4828293767
1339	0.4827589548
1340	0.4826503452
1341	0.4825537794
1342	0.4825001562
1343	0.4824428436
1344	0.4823693561
1345	0.4821749628
1346	0.4820680027
1347	0.481823727
1348	0.4817221151
1349	0.4817038525
1350	0.4816902043
1351	0.4816315057
1352	0.481556549
1353	0.481525392
1354	0.4815099611
1355	0.4813283904
1356	0.4811476728
1357	0.4810998629
1358	0.481060887
1359	0.4810089047
1360	0.4809890791
1361	0.4809627476
1362	0.4807582203
1363	0.4807339032
1364	0.4806842923
1365	0.4806447029
1366	0.4804800937
1367	0.4804678334
1368	0.4804529967
1369	0.4804141226
1370	0.4803551577
1371	0.4802884289
1372	0.4800477677
1373	0.4798400347
1374	0.4798309327
1375	0.4797875001
1376	0.4796956435
1377	0.4796128831
1378	0.4795652283
1379	0.4794527904
1380	0.4793111565
1381	0.4790996769
1382	0.4789656932
1383	0.4787438674
1384	0.4787321884
1385	0.4785060838
1386	0.4784059022
1387	0.4783564601
1388	0.4782523862
1389	0.4782230746
1390	0.478176677
1391	0.477974276
1392	0.4778929459
1393	0.4778013584
1394	0.4777677336
1395	0.4777065382
1396	0.4776203176
1397	0.477589869
1398	0.4775666605
1399	0.4775198314
1400	0.477492332
1401	0.477427858
1402	0.477293044
1403	0.4772698187
1404	0.4770943537
1405	0.4770770866
1406	0.4769875914
1407	0.4769306265
1408	0.4768247706
1409	0.4768146643
1410	0.4765541767
1411	0.4765407145
1412	0.4765346577
1413	0.4764716704
1414	0.4763481399
1415	0.4763401802
1416	0.4761643158
1417	0.4761542748
1418	0.4761282818
1419	0.4761113507
1420	0.4759744428
1421	0.4758980229
1422	0.4758007459
1423	0.475746523
1424	0.4757233888
1425	0.4755595621
1426	0.4754168975
1427	0.4753941973
1428	0.4753601395
1429	0.4752901242
1430	0.4751382782
1431	0.4750800256
1432	0.4750019812
1433	0.4749785018
1434	0.4749659746
1435	0.4749476038
1436	0.4748696073
1437	0.4748375721
1438	0.4748177189
1439	0.4746461369
1440	0.4746017167
1441	0.4744374867
1442	0.4743819145
1443	0.4743205342
1444	0.4742805243
1445	0.4742635807
1446	0.4742379623
1447	0.4742212155
1448	0.4740355384
1449	0.4737918549
1450	0.4735864106
1451	0.4735740917
1452	0.4734941748
1453	0.4734548818
1454	0.4734389541
1455	0.4732182929
1456	0.4730999709
1457	0.4730848017
1458	0.4730510449
1459	0.4730093582
1460	0.4729847611
1461	0.4728695904
1462	0.4726661273
1463	0.4726400964
1464	0.4726292441
1465	0.4726163925
1466	0.472593185
1467	0.4723566783
1468	0.4721184405
1469	0.4720583011
1470	0.4719358319
1471	0.4717473473
1472	0.4716778845
1473	0.4716271467
1474	0.4715850204
1475	0.4715230362
1476	0.4715119736
1477	0.4714802041
1478	0.4714713826
1479	0.4714346653
1480	0.4713839049
1481	0.4712410737
1482	0.471230778
1483	0.4712183328
1484	0.4711957635
1485	0.4710656688
1486	0.471041993
1487	0.4710285216
1488	0.4709939991
1489	0.4709707445
1490	0.4707976757
1491	0.4707313598
1492	0.4706160984
1493	0.4706029623
1494	0.470514978
1495	0.4704651313
1496	0.4704567598
1497	0.4702605618
1498	0.4702479606
1499	0.4701013637
